127.0.0.1 - - [19/May/2026:11:55:16 +0900] "GET / HTTP/1.1" 200 11430
0:0:0:0:0:0:0:1 - - [19/May/2026:11:55:18 +0900] "GET /jsp2026/jsp007_response.jsp HTTP/1.1" 200 1711
0:0:0:0:0:0:0:1 - - [19/May/2026:11:55:37 +0900] "GET / HTTP/1.1" 200 11430
0:0:0:0:0:0:0:1 - - [19/May/2026:11:55:37 +0900] "GET /tomcat.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2026:11:55:37 +0900] "GET /tomcat.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2026:11:55:37 +0900] "GET /bg-nav.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2026:11:55:37 +0900] "GET /bg-upper.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2026:11:55:37 +0900] "GET /asf-logo-wide.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2026:11:55:37 +0900] "GET /bg-middle.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2026:11:55:37 +0900] "GET /bg-button.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2026:11:56:29 +0900] "GET /jsp2026/jsp007_response.jsp HTTP/1.1" 200 1346
0:0:0:0:0:0:0:1 - - [19/May/2026:11:56:29 +0900] "GET /favicon.ico HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/May/2026:12:49:52 +0900] "GET /jsp2026/jsp010_jdbc.jsp HTTP/1.1" 200 1151
0:0:0:0:0:0:0:1 - - [19/May/2026:13:03:33 +0900] "GET /jsp2026/jsp011_pstmt_stmt.jsp HTTP/1.1" 200 1121
0:0:0:0:0:0:0:1 - - [19/May/2026:13:20:32 +0900] "GET /jsp2026/jsp011_pstmt_stmt.jsp HTTP/1.1" 200 1137
0:0:0:0:0:0:0:1 - - [19/May/2026:15:07:14 +0900] "GET /jsp2026/jsp011_pstmt_stmt.jsp HTTP/1.1" 200 1847
0:0:0:0:0:0:0:1 - - [19/May/2026:15:15:11 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 504
0:0:0:0:0:0:0:1 - - [19/May/2026:15:19:46 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 562
0:0:0:0:0:0:0:1 - - [19/May/2026:15:20:06 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 562
0:0:0:0:0:0:0:1 - - [19/May/2026:15:20:13 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 562
0:0:0:0:0:0:0:1 - - [19/May/2026:15:20:38 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 564
0:0:0:0:0:0:0:1 - - [19/May/2026:15:20:45 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 564
0:0:0:0:0:0:0:1 - - [19/May/2026:15:20:46 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 564
0:0:0:0:0:0:0:1 - - [19/May/2026:15:21:20 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 575
0:0:0:0:0:0:0:1 - - [19/May/2026:15:22:36 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 780
0:0:0:0:0:0:0:1 - - [19/May/2026:15:22:56 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 781
0:0:0:0:0:0:0:1 - - [19/May/2026:15:22:56 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 781
0:0:0:0:0:0:0:1 - - [19/May/2026:15:22:56 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 781
0:0:0:0:0:0:0:1 - - [19/May/2026:15:22:56 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 781
0:0:0:0:0:0:0:1 - - [19/May/2026:15:23:01 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 781
0:0:0:0:0:0:0:1 - - [19/May/2026:15:23:01 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 781
0:0:0:0:0:0:0:1 - - [19/May/2026:15:23:02 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 781
0:0:0:0:0:0:0:1 - - [19/May/2026:15:23:02 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 781
0:0:0:0:0:0:0:1 - - [19/May/2026:15:23:02 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 781
0:0:0:0:0:0:0:1 - - [19/May/2026:15:23:05 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 572
0:0:0:0:0:0:0:1 - - [19/May/2026:15:23:05 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 572
0:0:0:0:0:0:0:1 - - [19/May/2026:15:23:06 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 572
0:0:0:0:0:0:0:1 - - [19/May/2026:15:23:20 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 572
0:0:0:0:0:0:0:1 - - [19/May/2026:15:23:39 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 781
0:0:0:0:0:0:0:1 - - [19/May/2026:15:23:42 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 781
0:0:0:0:0:0:0:1 - - [19/May/2026:15:23:42 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 781
0:0:0:0:0:0:0:1 - - [19/May/2026:15:23:42 +0900] "GET /jsp2026/milk.jsp HTTP/1.1" 200 781
